rating_id,user_id,food_id,food_code,rating,User_ID,Food_ID
704,144,319,11320000,5,129,1
705,144,321,11320200,4,129,2
706,145,458,94220215,3,130,135
707,145,382,64104600,4,130,94
708,145,366,42404010,1,130,71
709,145,95,27213010,5,130,30
710,145,218,58162310,4,130,82
711,145,117,27415140,4,130,38
712,145,149,27550800,1,130,50
713,146,55,26205160,4,131,23
714,146,94,27151070,4,131,29
715,146,201,58151190,5,131,75
716,146,237,58200250,1,131,86
717,146,277,75146000,2,131,112
718,146,409,78101118,4,131,125
719,146,474,95312410,3,131,139
720,147,121,27450010,5,132,41
721,147,122,27450020,4,132,42
722,147,134,27450080,5,132,45
723,147,115,27363100,1,132,37
724,147,370,61210010,5,132,88
725,147,458,94220215,3,132,135
726,147,319,11320000,2,132,1
727,148,467,95106000,5,133,136
728,148,409,78101118,4,133,125
729,148,416,92510955,2,133,126
730,148,55,26205160,3,133,23
731,148,95,27213010,5,133,30
732,148,264,71801100,5,133,102
733,148,265,71803010,4,133,103
734,148,269,72125500,2,133,105
735,149,166,28355310,4,134,56
736,149,154,28311010,3,134,52
737,149,273,72307000,4,134,108
738,149,16,14710200,3,134,17
739,149,332,11511300,3,134,12
740,149,358,11519205,4,134,16
741,150,8,11432000,5,135,9
742,150,15,11446000,4,135,11
743,150,358,11519205,3,135,16
744,150,341,11513370,4,135,14
745,150,93,27150410,4,135,28
746,150,291,75439500,4,135,121
747,6,409,78101118,4,3,125
748,31,282,75403200,2,22,117
750,151,224,58163420,4,136,84
751,151,23,26109133,3,136,18
752,151,405,75200700,3,136,115
753,151,199,58151170,3,136,74
754,151,354,11513854,3,136,15
755,152,467,95106000,3,137,136
756,152,279,75148010,4,137,114
757,152,170,32103030,3,137,57
758,152,269,72125500,4,137,105
